Contact_pair,HiChip1,HiChip2,Contact_group_HiChip
chr9_96370000to96380000andchr9_96390000to96400000,2.0,1.5,TnGNTnG
chr3_115790000to115800000andchr3_115810000to115820000,2.0,4.5,TnGNTnG
chr9_116110000to116120000andchr9_116380000to116390000,2.0,0.0,TnGNTnG
chr9_116210000to116220000andchr9_116320000to116330000,2.0,0.0,TnGNTnG
chr9_116330000to116340000andchr9_116340000to116350000,2.0,2.5,TnGNTnG
chr9_61910000to61920000andchr9_61940000to61950000,2.0,1.5,TnGNTnG
chr3_52670000to52680000andchr3_52840000to52850000,2.0,0.0,TnGNTnG
chr1_180330000to180340000andchr1_180360000to180370000,2.0,2.5,TnGNTnG
chr10_12810000to12820000andchr10_12840000to12850000,2.0,3.0,TnGNTnG
chr1_178310000to178320000andchr1_178400000to178410000,2.0,1.5,TnGNTnG
chr9_88240000to88250000andchr9_88380000to88390000,2.0,0.0,TnGNTnG
chr10_12800000to12810000andchr10_12820000to12830000,2.0,1.5,TnGNTnG
chr9_123000000to123010000andchr9_123020000to123030000,2.0,1.5,TnGNTnG
chr3_103780000to103790000andchr3_103850000to103860000,2.0,0.0,TnGNTnG
chr1_36250000to36260000andchr1_36270000to36280000,2.0,2.0,TnGNTnG
chr3_89170000to89180000andchr3_89190000to89200000,2.0,2.5,TnGNTnG
chr10_19180000to19190000andchr10_19590000to19600000,2.0,1.5,TnGNTnG
chr9_107980000to107990000andchr9_108050000to108060000,2.0,3.0,TnGNTnG
chr9_32940000to32950000andchr9_32960000to32970000,2.0,2.5,TnGNTnG
chr9_32720000to32730000andchr9_32740000to32750000,2.0,2.0,TnGNTnG
chr9_108140000to108150000andchr9_108200000to108210000,2.0,0.0,TnGNTnG
chr9_114410000to114420000andchr9_114450000to114460000,2.0,0.0,TnGNTnG
chr10_18950000to18960000andchr10_19070000to19080000,2.0,0.0,TnGNTnG
chr9_32740000to32750000andchr9_32900000to32910000,2.0,0.0,TnGNTnG
chr2_9590000to9600000andchr2_9750000to9760000,2.0,1.5,TnGNTnG
chr3_36850000to36860000andchr3_36860000to36870000,2.0,0.0,TnGNTnG
chr19_29250000to29260000andchr19_29270000to29280000,1.5,0.0,TnGNTnG
chr5_64650000to64660000andchr5_64810000to64820000,1.5,0.0,TnGNTnG
chr16_23130000to23140000andchr16_23270000to23280000,1.5,0.0,TnGNTnG
chr5_64880000to64890000andchr5_64900000to64910000,1.5,0.0,TnGNTnG
chr5_3540000to3550000andchr5_3590000to3600000,1.5,0.0,TnGNTnG
chr19_11480000to11490000andchr19_11530000to11540000,1.5,2.5,TnGNTnG
chr5_64680000to64690000andchr5_64810000to64820000,1.5,2.5,TnGNTnG
chr19_29180000to29190000andchr19_29200000to29210000,1.5,1.5,TnGNTnG
chr15_97320000to97330000andchr15_97580000to97590000,1.5,0.0,TnGNTnG
chr15_96640000to96650000andchr15_96660000to96670000,1.5,2.0,TnGNTnG
chr5_122980000to122990000andchr5_123050000to123060000,1.5,0.0,TnGNTnG
chr5_122940000to122950000andchr5_122990000to123000000,1.5,0.0,TnGNTnG
chr16_52060000to52070000andchr16_52140000to52150000,1.5,0.0,TnGNTnG
chr15_98880000to98890000andchr15_98930000to98940000,1.5,0.0,TnGNTnG
chr3_52260000to52270000andchr3_52920000to52930000,1.5,1.5,TnGNTnG
chr5_28010000to28020000andchr5_28070000to28080000,1.5,0.0,TnGNTnG
chr19_11490000to11500000andchr19_11520000to11530000,1.5,2.5,TnGNTnG
chr5_122730000to122740000andchr5_122850000to122860000,1.5,0.0,TnGNTnG
chr2_154640000to154650000andchr2_154650000to154660000,1.5,0.0,TnGNTnG
chr5_73150000to73160000andchr5_73260000to73270000,1.5,0.0,TnGNTnG
chr16_49810000to49820000andchr16_49830000to49840000,1.5,0.0,TnGNTnG
chr3_89170000to89180000andchr3_89200000to89210000,1.5,1.5,TnGNTnG
chr5_73230000to73240000andchr5_73260000to73270000,1.5,0.0,TnGNTnG
chr16_49880000to49890000andchr16_49930000to49940000,1.5,0.0,TnGNTnG
chr3_90240000to90250000andchr3_90290000to90300000,1.5,0.0,TnGNTnG
chr16_33600000to33610000andchr16_33710000to33720000,1.5,0.0,TnGNTnG
chr3_52840000to52850000andchr3_52920000to52930000,1.5,0.0,TnGNTnG
chr5_112270000to112280000andchr5_112290000to112300000,1.5,3.0,TnGNTnG
chr5_65490000to65500000andchr5_65530000to65540000,1.5,0.0,TnGNTnG
chr16_51670000to51680000andchr16_51800000to51810000,1.5,0.0,TnGNTnG
chr2_120970000to120980000andchr2_121000000to121010000,1.5,1.5,TnGNTnG
chr5_122220000to122230000andchr5_122280000to122290000,1.5,0.0,TnGNTnG
chr3_79270000to79280000andchr3_79280000to79290000,1.5,4.5,TnGNTnG
chr15_96630000to96640000andchr15_96700000to96710000,1.5,0.0,TnGNTnG
chr4_8830000to8840000andchr4_8920000to8930000,1.5,0.0,TnGNTnG
chr5_122980000to122990000andchr5_123120000to123130000,1.5,0.0,TnGNTnG
chr3_52260000to52270000andchr3_52870000to52880000,1.5,0.0,TnGNTnG
chr15_9570000to9580000andchr15_9580000to9590000,1.5,1.5,TnGNTnG
chr6_50380000to50390000andchr6_50590000to50600000,1.5,0.0,TnGNTnG
chr6_54840000to54850000andchr6_54860000to54870000,1.5,3.0,TnGNTnG
chr19_40580000to40590000andchr19_40610000to40620000,1.5,3.0,TnGNTnG
chr2_75890000to75900000andchr2_75930000to75940000,1.5,0.0,TnGNTnG
chr3_36840000to36850000andchr3_36860000to36870000,1.5,1.5,TnGNTnG
chr6_65660000to65670000andchr6_66530000to66540000,1.5,0.0,TnGNTnG
chr19_41840000to41850000andchr19_41980000to41990000,1.5,2.0,TnGNTnG
chr3_35720000to35730000andchr3_35750000to35760000,1.5,2.5,TnGNTnG
chr2_75630000to75640000andchr2_75650000to75660000,1.5,0.0,TnGNTnG
chr1_60910000to60920000andchr1_60970000to60980000,1.5,0.0,TnGNTnG
chr3_31050000to31060000andchr3_31090000to31100000,1.5,2.0,TnGNTnG
chr1_36260000to36270000andchr1_36270000to36280000,1.5,3.5,TnGNTnG
chr6_98990000to99000000andchr6_99050000to99060000,1.5,0.0,TnGNTnG
chr6_98990000to99000000andchr6_99420000to99430000,1.5,0.0,TnGNTnG
chr19_53420000to53430000andchr19_53460000to53470000,1.5,0.0,TnGNTnG
chr14_101480000to101490000andchr14_101500000to101510000,1.5,0.0,TnGNTnG
chr14_75170000to75180000andchr14_75280000to75290000,1.5,0.0,TnGNTnG
chr6_99250000to99260000andchr6_99270000to99280000,1.5,0.0,TnGNTnG
chr6_99260000to99270000andchr6_99380000to99390000,1.5,2.5,TnGNTnG
chr6_99260000to99270000andchr6_99420000to99430000,1.5,0.0,TnGNTnG
chr15_9700000to9710000andchr15_9740000to9750000,1.5,0.0,TnGNTnG
chr15_25840000to25850000andchr15_25980000to25990000,1.5,0.0,TnGNTnG
chr6_50370000to50380000andchr6_50390000to50400000,1.5,1.5,TnGNTnG
chr15_66510000to66520000andchr15_66560000to66570000,1.5,0.0,TnGNTnG
chr5_124030000to124040000andchr5_124110000to124120000,1.5,0.0,TnGNTnG
chr15_76350000to76360000andchr15_76470000to76480000,1.5,0.0,TnGNTnG
chr5_135140000to135150000andchr5_135180000to135190000,1.5,2.0,TnGNTnG
chr15_75960000to75970000andchr15_75980000to75990000,1.5,3.0,TnGNTnG
chr5_140500000to140510000andchr5_140700000to140710000,1.5,0.0,TnGNTnG
chr3_93540000to93550000andchr3_93590000to93600000,1.5,2.5,TnGNTnG
chr2_117410000to117420000andchr2_117440000to117450000,1.5,0.0,TnGNTnG
chr3_52260000to52270000andchr3_52450000to52460000,1.5,0.0,TnGNTnG
chr6_31180000to31190000andchr6_31220000to31230000,1.5,0.0,TnGNTnG
chr2_117310000to117320000andchr2_117330000to117340000,1.5,1.5,TnGNTnG
chr2_75890000to75900000andchr2_75960000to75970000,1.5,0.0,TnGNTnG
chr6_39200000to39210000andchr6_39310000to39320000,1.5,0.0,TnGNTnG
chr15_60090000to60100000andchr15_60130000to60140000,1.5,0.0,TnGNTnG
chr6_41530000to41540000andchr6_41550000to41560000,1.5,2.0,TnGNTnG
chr15_27920000to27930000andchr15_28180000to28190000,1.5,0.0,TnGNTnG
chr15_27660000to27670000andchr15_27820000to27830000,1.5,0.0,TnGNTnG
chr3_52250000to52260000andchr3_52920000to52930000,1.5,1.5,TnGNTnG
chr2_101650000to101660000andchr2_101670000to101680000,1.5,0.0,TnGNTnG
chr3_52250000to52260000andchr3_52840000to52850000,1.5,0.0,TnGNTnG
chr1_60890000to60900000andchr1_60910000to60920000,1.5,2.0,TnGNTnG
chr2_119020000to119030000andchr2_119040000to119050000,1.5,2.5,TnGNTnG
chr3_103170000to103180000andchr3_103380000to103390000,1.5,0.0,TnGNTnG
chr3_95750000to95760000andchr3_95850000to95860000,1.5,0.0,TnGNTnG
chr19_11350000to11360000andchr19_11490000to11500000,1.5,1.5,TnGNTnG
chr3_9820000to9830000andchr3_9860000to9870000,1.5,0.0,TnGNTnG
chr4_32380000to32390000andchr4_32450000to32460000,1.5,0.0,TnGNTnG
chr3_19250000to19260000andchr3_19310000to19320000,1.5,0.0,TnGNTnG
chr18_34780000to34790000andchr18_34950000to34960000,1.5,0.0,TnGNTnG
chr18_32970000to32980000andchr18_32990000to33000000,1.5,2.0,TnGNTnG
chr18_31600000to31610000andchr18_31630000to31640000,1.5,0.0,TnGNTnG
chr1_36760000to36770000andchr1_36920000to36930000,1.5,0.0,TnGNTnG
chr3_115670000to115680000andchr3_115970000to115980000,1.5,0.0,TnGNTnG
chr18_3330000to3340000andchr18_3500000to3510000,1.5,0.0,TnGNTnG
chr3_115670000to115680000andchr3_115810000to115820000,1.5,0.0,TnGNTnG
chr17_84230000to84240000andchr17_84420000to84430000,1.5,0.0,TnGNTnG
chr4_43030000to43040000andchr4_43040000to43050000,1.5,2.0,TnGNTnG
chr17_84140000to84150000andchr17_84180000to84190000,1.5,1.5,TnGNTnG
chr4_43900000to43910000andchr4_43920000to43930000,1.5,0.0,TnGNTnG
chr17_84110000to84120000andchr17_84320000to84330000,1.5,0.0,TnGNTnG
chr17_84110000to84120000andchr17_84160000to84170000,1.5,1.5,TnGNTnG
chr17_80480000to80490000andchr17_80560000to80570000,1.5,0.0,TnGNTnG
chr3_115670000to115680000andchr3_115680000to115690000,1.5,7.0,TnGNTnG
chr3_115620000to115630000andchr3_115970000to115980000,1.5,0.0,TnGNTnG
chr17_57060000to57070000andchr17_57100000to57110000,1.5,2.0,TnGNTnG
chr3_115620000to115630000andchr3_115660000to115670000,1.5,0.0,TnGNTnG
chr18_36730000to36740000andchr18_36740000to36750000,1.5,1.5,TnGNTnG
chr1_39570000to39580000andchr1_39910000to39920000,1.5,0.0,TnGNTnG
chr4_32250000to32260000andchr4_32290000to32300000,1.5,2.5,TnGNTnG
chr18_75590000to75600000andchr18_75600000to75610000,1.5,0.0,TnGNTnG
chr4_10930000to10940000andchr4_11420000to11430000,1.5,0.0,TnGNTnG
chr19_4110000to4120000andchr19_4190000to4200000,1.5,5.5,TnGNTnG
chr19_4110000to4120000andchr19_4160000to4170000,1.5,0.0,TnGNTnG
chr4_8790000to8800000andchr4_8920000to8930000,1.5,2.0,TnGNTnG
chr1_53770000to53780000andchr1_53820000to53830000,1.5,0.0,TnGNTnG
chr4_11150000to11160000andchr4_11190000to11200000,1.5,0.0,TnGNTnG
chr4_15270000to15280000andchr4_15300000to15310000,1.5,2.0,TnGNTnG
chr19_5810000to5820000andchr19_5870000to5880000,1.5,2.5,TnGNTnG
chr4_6880000to6890000andchr4_6970000to6980000,1.5,0.0,TnGNTnG
chr4_15980000to15990000andchr4_16160000to16170000,1.5,0.0,TnGNTnG
chr4_32130000to32140000andchr4_32290000to32300000,1.5,2.0,TnGNTnG
chr18_75410000to75420000andchr18_75590000to75600000,1.5,0.0,TnGNTnG
chr2_173010000to173020000andchr2_173080000to173090000,1.5,0.0,TnGNTnG
chr18_75320000to75330000andchr18_75440000to75450000,1.5,0.0,TnGNTnG
chr18_75320000to75330000andchr18_75360000to75370000,1.5,0.0,TnGNTnG
chr4_19580000to19590000andchr4_19950000to19960000,1.5,0.0,TnGNTnG
chr18_67240000to67250000andchr18_67250000to67260000,1.5,2.0,TnGNTnG
chr18_65310000to65320000andchr18_65470000to65480000,1.5,0.0,TnGNTnG
chr3_131120000to131130000andchr3_131160000to131170000,1.5,3.0,TnGNTnG
chr19_8710000to8720000andchr19_8740000to8750000,1.5,0.0,TnGNTnG
chr17_56180000to56190000andchr17_56270000to56280000,1.5,0.0,TnGNTnG
chr3_106440000to106450000andchr3_106460000to106470000,1.5,2.5,TnGNTnG
chr4_150790000to150800000andchr4_150960000to150970000,1.5,0.0,TnGNTnG
chr17_51810000to51820000andchr17_51900000to51910000,1.5,0.0,TnGNTnG
chr3_103380000to103390000andchr3_103400000to103410000,1.5,1.5,TnGNTnG
chr17_29550000to29560000andchr17_29610000to29620000,1.5,0.0,TnGNTnG
chr4_135870000to135880000andchr4_135920000to135930000,1.5,0.0,TnGNTnG
chr17_29260000to29270000andchr17_29430000to29440000,1.5,0.0,TnGNTnG
chr19_11370000to11380000andchr19_11410000to11420000,1.5,1.5,TnGNTnG
chr1_60750000to60760000andchr1_60880000to60890000,1.5,1.5,TnGNTnG
chr17_26500000to26510000andchr17_26570000to26580000,1.5,2.0,TnGNTnG
chr17_24450000to24460000andchr17_24460000to24470000,1.5,0.0,TnGNTnG
chr19_11370000to11380000andchr19_11480000to11490000,1.5,2.0,TnGNTnG
chr4_149650000to149660000andchr4_149730000to149740000,1.5,1.5,TnGNTnG
chr17_7870000to7880000andchr17_7940000to7950000,1.5,0.0,TnGNTnG
chr17_7870000to7880000andchr17_7900000to7910000,1.5,0.0,TnGNTnG
chr16_95810000to95820000andchr16_95870000to95880000,1.5,0.0,TnGNTnG
chr3_103370000to103380000andchr3_103380000to103390000,1.5,0.0,TnGNTnG
chr19_11430000to11440000andchr19_11500000to11510000,1.5,0.0,TnGNTnG
chr4_150540000to150550000andchr4_150560000to150570000,1.5,1.5,TnGNTnG
chr3_103060000to103070000andchr3_103130000to103140000,1.5,0.0,TnGNTnG
chr3_95840000to95850000andchr3_96140000to96150000,1.5,0.0,TnGNTnG
chr16_94520000to94530000andchr16_94600000to94610000,1.5,0.0,TnGNTnG
chr16_91510000to91520000andchr16_91680000to91690000,1.5,0.0,TnGNTnG
chr16_91460000to91470000andchr16_91590000to91600000,1.5,0.0,TnGNTnG
chr4_134910000to134920000andchr4_134930000to134940000,1.5,0.0,TnGNTnG
chr17_33960000to33970000andchr17_33980000to33990000,1.5,2.5,TnGNTnG
chr17_33960000to33970000andchr17_34100000to34110000,1.5,0.0,TnGNTnG
chr4_122880000to122890000andchr4_122980000to122990000,1.5,0.0,TnGNTnG
chr14_61590000to61600000andchr14_61680000to61690000,1.5,0.0,TnGNTnG
chr4_88030000to88040000andchr4_88090000to88100000,1.5,1.5,TnGNTnG
chr4_101180000to101190000andchr4_101240000to101250000,1.5,0.0,TnGNTnG
chr17_50460000to50470000andchr17_50520000to50530000,1.5,0.0,TnGNTnG
chr3_103750000to103760000andchr3_104440000to104450000,1.5,0.0,TnGNTnG
chr17_47500000to47510000andchr17_47520000to47530000,1.5,3.0,TnGNTnG
chr19_11360000to11370000andchr19_11430000to11440000,1.5,0.0,TnGNTnG
chr3_103380000to103390000andchr3_103780000to103790000,1.5,1.5,TnGNTnG
chr4_108300000to108310000andchr4_108320000to108330000,1.5,2.5,TnGNTnG
chr4_122890000to122900000andchr4_122980000to122990000,1.5,0.0,TnGNTnG
chr3_103380000to103390000andchr3_103750000to103760000,1.5,0.0,TnGNTnG
chr17_46750000to46760000andchr17_46780000to46790000,1.5,1.5,TnGNTnG
chr4_122890000to122900000andchr4_123080000to123090000,1.5,0.0,TnGNTnG
chr17_36000000to36010000andchr17_36120000to36130000,1.5,0.0,TnGNTnG
chr17_36000000to36010000andchr17_36030000to36040000,1.5,0.0,TnGNTnG
chr4_129570000to129580000andchr4_129610000to129620000,1.5,0.0,TnGNTnG
chr2_163090000to163100000andchr2_163100000to163110000,1.5,3.0,TnGNTnG
chr17_35180000to35190000andchr17_35210000to35220000,1.5,2.0,TnGNTnG
chr17_35080000to35090000andchr17_35120000to35130000,1.5,1.5,TnGNTnG
chr4_132030000to132040000andchr4_132070000to132080000,1.5,0.0,TnGNTnG
chr6_99390000to99400000andchr6_99420000to99430000,1.5,1.5,TnGNTnG
chr1_105710000to105720000andchr1_160190000to160200000,1.5,0.0,TnGNTnG
chr6_106760000to106770000andchr6_106800000to106810000,1.5,0.0,TnGNTnG
chr8_128520000to128530000andchr8_128540000to128550000,1.5,0.0,TnGNTnG
chr11_69680000to69690000andchr11_69750000to69760000,1.5,0.0,TnGNTnG
chr11_69630000to69640000andchr11_69660000to69670000,1.5,0.0,TnGNTnG
chr8_122930000to122940000andchr8_123040000to123050000,1.5,2.5,TnGNTnG
chr11_69260000to69270000andchr11_69360000to69370000,1.5,2.0,TnGNTnG
chr2_11630000to11640000andchr2_11680000to11690000,1.5,0.0,TnGNTnG
chr8_123000000to123010000andchr8_123040000to123050000,1.5,1.5,TnGNTnG
chr8_123000000to123010000andchr8_123100000to123110000,1.5,0.0,TnGNTnG
chr11_68450000to68460000andchr11_68480000to68490000,1.5,0.0,TnGNTnG
chr2_11620000to11630000andchr2_11680000to11690000,1.5,0.0,TnGNTnG
chr11_58950000to58960000andchr11_60110000to60120000,1.5,0.0,TnGNTnG
chr11_55020000to55030000andchr11_55090000to55100000,1.5,0.0,TnGNTnG
chr8_126580000to126590000andchr8_126830000to126840000,1.5,0.0,TnGNTnG
chr9_21280000to21290000andchr9_21430000to21440000,1.5,0.0,TnGNTnG
chr14_56570000to56580000andchr14_56810000to56820000,1.5,0.0,TnGNTnG
chr11_54520000to54530000andchr11_54560000to54570000,1.5,0.0,TnGNTnG
chr1_136600000to136610000andchr1_136670000to136680000,1.5,1.5,TnGNTnG
chr9_32590000to32600000andchr9_32620000to32630000,1.5,2.0,TnGNTnG
chr9_32590000to32600000andchr9_32630000to32640000,1.5,2.5,TnGNTnG
chr9_32590000to32600000andchr9_32660000to32670000,1.5,0.0,TnGNTnG
chr9_32610000to32620000andchr9_32730000to32740000,1.5,0.0,TnGNTnG
chr9_32610000to32620000andchr9_32900000to32910000,1.5,2.0,TnGNTnG
chr11_46340000to46350000andchr11_46370000to46380000,1.5,0.0,TnGNTnG
chr9_32650000to32660000andchr9_32740000to32750000,1.5,0.0,TnGNTnG
chr11_46300000to46310000andchr11_46460000to46470000,1.5,0.0,TnGNTnG
chr9_32700000to32710000andchr9_32740000to32750000,1.5,0.0,TnGNTnG
chr9_32720000to32730000andchr9_32920000to32930000,1.5,0.0,TnGNTnG
chr11_69750000to69760000andchr11_69990000to70000000,1.5,1.5,TnGNTnG
chr11_69920000to69930000andchr11_70020000to70030000,1.5,0.0,TnGNTnG
chr11_69990000to70000000andchr11_70020000to70030000,1.5,0.0,TnGNTnG
chr11_76160000to76170000andchr11_76400000to76410000,1.5,0.0,TnGNTnG
chr11_106490000to106500000andchr11_106500000to106510000,1.5,0.0,TnGNTnG
chr11_105120000to105130000andchr11_105180000to105190000,1.5,2.0,TnGNTnG
chr11_104380000to104390000andchr11_104460000to104470000,1.5,0.0,TnGNTnG
chr8_81480000to81490000andchr8_81630000to81640000,1.5,2.0,TnGNTnG
chr8_81480000to81490000andchr8_81760000to81770000,1.5,0.0,TnGNTnG
chr8_81500000to81510000andchr8_81610000to81620000,1.5,2.5,TnGNTnG
chr11_100470000to100480000andchr11_100520000to100530000,1.5,0.0,TnGNTnG
chr2_13680000to13690000andchr2_13750000to13760000,1.5,0.0,TnGNTnG
chr8_81770000to81780000andchr8_81810000to81820000,1.5,1.5,TnGNTnG
chr8_84190000to84200000andchr8_84230000to84240000,1.5,0.0,TnGNTnG
chr1_128760000to128770000andchr1_128820000to128830000,1.5,0.0,TnGNTnG
chr2_11640000to11650000andchr2_11710000to11720000,1.5,0.0,TnGNTnG
chr8_94600000to94610000andchr8_94630000to94640000,1.5,0.0,TnGNTnG
chr8_104630000to104640000andchr8_104650000to104660000,1.5,0.0,TnGNTnG
chr8_109560000to109570000andchr8_109600000to109610000,1.5,1.5,TnGNTnG
chr11_96780000to96790000andchr11_96830000to96840000,1.5,0.0,TnGNTnG
chr11_96780000to96790000andchr11_96820000to96830000,1.5,0.0,TnGNTnG
chr11_96770000to96780000andchr11_97180000to97190000,1.5,0.0,TnGNTnG
chr8_119420000to119430000andchr8_119840000to119850000,1.5,0.0,TnGNTnG
chr1_132000000to132010000andchr1_132010000to132020000,1.5,2.0,TnGNTnG
chr8_119810000to119820000andchr8_119840000to119850000,1.5,0.0,TnGNTnG
chr1_133030000to133040000andchr1_133130000to133140000,1.5,0.0,TnGNTnG
chr8_122910000to122920000andchr8_123010000to123020000,1.5,0.0,TnGNTnG
chr8_122910000to122920000andchr8_123020000to123030000,1.5,0.0,TnGNTnG
chr11_83220000to83230000andchr11_83300000to83310000,1.5,0.0,TnGNTnG
chr11_46270000to46280000andchr11_46380000to46390000,1.5,0.0,TnGNTnG
chr9_32720000to32730000andchr9_32930000to32940000,1.5,1.5,TnGNTnG
chr9_32800000to32810000andchr9_32900000to32910000,1.5,0.0,TnGNTnG
chr10_99240000to99250000andchr10_99260000to99270000,1.5,1.5,TnGNTnG
chr10_98780000to98790000andchr10_98880000to98890000,1.5,0.0,TnGNTnG
chr10_98680000to98690000andchr10_98910000to98920000,1.5,0.0,TnGNTnG
chr9_114440000to114450000andchr9_114630000to114640000,1.5,0.0,TnGNTnG
chr9_114450000to114460000andchr9_114490000to114500000,1.5,3.0,TnGNTnG
chr10_96410000to96420000andchr10_96620000to96630000,1.5,0.0,TnGNTnG
chr10_96400000to96410000andchr10_96620000to96630000,1.5,1.5,TnGNTnG
chr10_96390000to96400000andchr10_96570000to96580000,1.5,0.0,TnGNTnG
chr10_81500000to81510000andchr10_81540000to81550000,1.5,1.5,TnGNTnG
chr10_80290000to80300000andchr10_80320000to80330000,1.5,1.5,TnGNTnG
chr10_80010000to80020000andchr10_80160000to80170000,1.5,0.0,TnGNTnG
chr10_79980000to79990000andchr10_80160000to80170000,1.5,0.0,TnGNTnG
chr9_119930000to119940000andchr9_119980000to119990000,1.5,0.0,TnGNTnG
chr1_153500000to153510000andchr1_153740000to153750000,1.5,0.0,TnGNTnG
chr9_120030000to120040000andchr9_120070000to120080000,1.5,2.0,TnGNTnG
chr10_12810000to12820000andchr10_12820000to12830000,1.5,1.5,TnGNTnG
chr1_164130000to164140000andchr1_164270000to164280000,1.5,0.0,TnGNTnG
chr10_12860000to12870000andchr10_12880000to12890000,1.5,2.0,TnGNTnG
chr10_61450000to61460000andchr10_61640000to61650000,1.5,0.0,TnGNTnG
chr10_57740000to57750000andchr10_57790000to57800000,1.5,3.0,TnGNTnG
chr10_18910000to18920000andchr10_19060000to19070000,1.5,0.0,TnGNTnG
chr10_18950000to18960000andchr10_19000000to19010000,1.5,2.0,TnGNTnG
chr10_18950000to18960000andchr10_19010000to19020000,1.5,2.5,TnGNTnG
chr1_161750000to161760000andchr1_161780000to161790000,1.5,0.0,TnGNTnG
chr10_19060000to19070000andchr10_19120000to19130000,1.5,0.0,TnGNTnG
chr10_21180000to21190000andchr10_21250000to21260000,1.5,0.0,TnGNTnG
chr1_144270000to144280000andchr1_144330000to144340000,1.5,0.0,TnGNTnG
chr10_117790000to117800000andchr10_118140000to118150000,1.5,0.0,TnGNTnG
chr11_34770000to34780000andchr11_34790000to34800000,1.5,2.0,TnGNTnG
chr10_117860000to117870000andchr10_118090000to118100000,1.5,1.5,TnGNTnG
chr1_191990000to192000000andchr1_192100000to192110000,1.5,0.0,TnGNTnG
chr11_32000000to32010000andchr11_32100000to32110000,1.5,0.0,TnGNTnG
chr9_44560000to44570000andchr9_44580000to44590000,1.5,0.0,TnGNTnG
chr11_20740000to20750000andchr11_21170000to21180000,1.5,0.0,TnGNTnG
chr9_45990000to46000000andchr9_46010000to46020000,1.5,2.5,TnGNTnG
chr11_11670000to11680000andchr11_11730000to11740000,1.5,1.5,TnGNTnG
chr9_53610000to53620000andchr9_53620000to53630000,1.5,0.0,TnGNTnG
